transaction_item_id,transaction_id,product_id,quantity,unit_price,line_total
386,193,379,4,330.04,1320.16
387,193,97,2,419.03,838.06
388,194,356,2,480.81,961.62
389,195,174,4,47.57,190.28
390,195,322,1,88.85,88.85
391,195,377,1,236.26,236.26
392,196,277,3,330.97,992.91
393,196,183,5,312.59,1562.95
394,197,437,3,280.28,840.84
395,197,210,2,463.25,926.5
396,197,408,5,146.81,734.05
397,198,476,3,197.42,592.26
398,199,29,3,248.24,744.72
399,199,500,3,168.0,504.0
400,200,252,2,422.1,844.2
401,201,27,2,412.95,825.9
402,202,330,1,451.81,451.81
403,203,351,3,356.72,1070.16
404,203,339,5,143.8,719.0
405,204,25,4,220.05,880.2
406,204,477,2,288.1,576.2
407,204,103,3,5.37,16.11
408,205,236,3,397.77,1193.31
409,205,398,4,217.84,871.36
410,206,217,1,145.13,145.13
411,207,25,5,144.08,720.4
412,207,298,5,473.41,2367.05
413,208,75,4,358.95,1435.8
414,209,424,5,377.31,1886.55
415,210,206,1,365.61,365.61
416,210,11,3,93.93,281.79
417,210,50,2,60.21,120.42
418,211,14,3,204.96,614.88
419,211,90,4,353.22,1412.88
420,211,224,5,166.41,832.05
421,212,48,5,272.04,1360.2
422,212,367,5,364.05,1820.25
423,212,341,1,397.45,397.45
424,213,437,3,206.58,619.74
425,213,188,2,161.92,323.84
426,214,499,5,213.75,1068.75
427,215,196,3,359.76,1079.28
428,215,489,4,306.08,1224.32
429,216,27,4,92.73,370.92
430,216,22,4,171.46,685.84
431,217,156,4,28.94,115.76
432,218,309,1,256.96,256.96
433,218,10,4,28.72,114.88
434,218,391,3,281.22,843.66
435,219,220,4,151.76,607.04
436,219,14,4,476.63,1906.52
437,219,436,3,467.25,1401.75
438,220,190,1,80.29,80.29
439,221,36,3,247.68,743.04
440,221,48,5,494.63,2473.15
441,221,425,4,490.58,1962.32
442,222,194,2,232.76,465.52
443,222,91,2,92.37,184.74
444,222,239,3,288.29,864.87
445,223,7,4,97.89,391.56
446,223,338,4,298.44,1193.76
447,223,405,1,381.09,381.09
448,224,29,1,384.59,384.59
449,225,163,2,288.2,576.4
450,226,215,2,95.81,191.62
451,226,230,2,257.93,515.86
452,226,79,1,198.87,198.87
453,227,41,3,107.51,322.53
454,227,379,2,345.97,691.94
455,227,292,5,97.87,489.35
456,228,407,5,487.35,2436.75
457,229,142,1,68.58,68.58
458,229,22,1,180.06,180.06
459,230,450,2,499.83,999.66
460,230,188,3,304.77,914.31
461,230,135,1,162.72,162.72
462,231,198,1,190.58,190.58
463,231,71,5,54.09,270.45
464,231,3,5,423.02,2115.1
465,232,228,2,198.42,396.84
466,232,409,5,243.45,1217.25
467,233,319,4,24.87,99.48
468,233,337,4,350.0,1400.0
469,234,454,4,270.15,1080.6
470,234,253,4,376.85,1507.4
471,234,326,5,5.47,27.35
472,235,128,4,352.14,1408.56
473,235,443,3,291.05,873.15
474,236,485,1,399.75,399.75
475,237,397,5,289.59,1447.95
476,238,350,2,6.83,13.66
477,239,225,5,63.17,315.85
478,239,311,5,133.23,666.15
479,240,14,3,354.96,1064.88
480,241,214,4,400.53,1602.12
481,241,242,1,275.07,275.07
482,241,378,5,487.83,2439.15
483,242,289,5,468.05,2340.25
484,242,408,3,253.25,759.75
485,242,156,2,442.13,884.26
486,243,385,2,84.46,168.92
487,243,315,2,318.05,636.1
488,243,281,3,91.55,274.65
489,244,189,1,188.21,188.21
490,244,482,3,466.41,1399.23
491,245,40,1,269.05,269.05
492,246,103,2,106.49,212.98
493,247,55,1,11.34,11.34
494,248,19,1,154.81,154.81
495,249,206,3,204.44,613.32
496,249,384,1,183.06,183.06
497,249,44,1,427.32,427.32
498,250,181,3,122.32,366.96
499,251,211,1,274.62,274.62
500,251,251,1,16.25,16.25
501,252,429,2,435.75,871.5
502,253,101,2,433.45,866.9
503,253,14,2,178.62,357.24
504,254,459,1,497.42,497.42
505,255,264,1,14.12,14.12
506,256,295,5,29.21,146.05
507,256,465,4,113.56,454.24
508,256,158,1,190.31,190.31
509,257,64,1,264.75,264.75
510,257,176,3,499.28,1497.84
511,258,394,2,62.66,125.32
512,259,27,3,172.56,517.68
513,259,122,2,44.08,88.16
514,259,160,4,286.27,1145.08
515,260,365,4,47.94,191.76
516,260,36,5,92.09,460.45
517,261,396,4,318.93,1275.72
518,262,132,3,198.97,596.91
519,262,81,5,414.19,2070.95
520,263,97,2,288.48,576.96
521,263,86,5,5.1,25.5
522,264,295,1,267.41,267.41
523,265,62,4,471.7,1886.8
524,265,89,1,376.86,376.86
525,265,38,1,481.96,481.96
526,266,95,3,218.67,656.01
527,266,137,2,401.61,803.22
528,267,262,2,185.25,370.5
529,267,102,5,105.3,526.5
530,267,493,5,216.73,1083.65
531,268,315,1,395.89,395.89
532,268,295,3,468.57,1405.71
533,268,430,3,234.19,702.57
534,269,100,4,275.54,1102.16
535,270,318,5,170.37,851.85
536,270,489,1,103.66,103.66
537,270,290,3,499.63,1498.89
538,271,226,1,11.33,11.33
539,271,315,5,199.98,999.9
540,271,419,4,153.16,612.64
541,272,302,3,105.61,316.83
542,272,217,1,392.61,392.61
543,273,352,3,391.17,1173.51
544,273,465,2,304.99,609.98
545,273,288,1,327.35,327.35
546,274,284,5,363.78,1818.9
547,274,499,5,321.73,1608.65
548,274,171,2,454.6,909.2
549,275,278,5,97.59,487.95
550,275,63,4,273.69,1094.76
551,276,231,1,432.66,432.66
552,277,251,2,380.71,761.42
553,278,276,2,346.89,693.78
554,278,26,3,320.81,962.43
555,278,232,2,190.37,380.74
556,279,77,5,183.18,915.9
557,280,184,1,435.42,435.42
558,281,283,4,352.99,1411.96
559,281,141,1,122.85,122.85
560,282,312,5,392.34,1961.7
561,282,427,1,178.32,178.32
562,283,244,2,197.36,394.72
563,284,455,4,380.01,1520.04
564,284,15,1,170.17,170.17
565,285,260,2,165.89,331.78
566,285,160,3,35.3,105.9
567,285,63,4,89.33,357.32
568,286,239,5,136.35,681.75
569,286,487,2,61.76,123.52
570,287,328,3,446.23,1338.69
571,288,115,1,58.99,58.99
572,288,21,1,441.95,441.95
573,289,51,1,399.79,399.79
574,289,294,3,171.85,515.55
575,290,340,3,193.12,579.36
576,290,317,2,88.48,176.96
577,290,109,5,194.24,971.2
578,291,186,5,320.39,1601.95
579,292,160,1,322.17,322.17
580,292,292,3,387.68,1163.04
581,293,408,3,221.41,664.23
582,293,66,3,434.57,1303.71
583,293,83,4,355.49,1421.96
584,294,231,2,343.13,686.26
585,295,216,5,27.96,139.8
586,296,82,3,60.12,180.36
587,296,200,5,50.48,252.4
588,296,90,3,31.19,93.57
589,297,4,2,342.67,685.34
590,297,65,4,35.8,143.2
591,298,373,3,41.66,124.98
592,298,94,2,357.26,714.52
593,299,134,4,90.87,363.48
594,299,351,1,288.8,288.8
595,299,312,1,129.08,129.08
596,300,326,1,164.62,164.62
597,300,348,1,153.1,153.1
598,301,487,1,185.33,185.33
599,301,435,1,463.57,463.57
600,301,295,3,229.13,687.39
601,302,204,1,16.81,16.81
602,302,215,3,401.56,1204.68
603,303,377,4,218.33,873.32
604,303,157,5,265.76,1328.8
605,304,15,3,319.69,959.07
606,304,380,5,50.67,253.35
607,305,103,4,360.13,1440.52
608,305,248,4,156.86,627.44
609,305,152,1,148.32,148.32
610,306,208,1,163.9,163.9
611,307,43,4,120.68,482.72
612,307,386,2,422.61,845.22
613,308,293,5,232.39,1161.95
614,309,10,4,63.99,255.96
615,309,368,4,71.82,287.28
616,310,72,3,260.16,780.48
617,311,264,2,83.73,167.46
618,312,50,5,477.69,2388.45
619,312,194,1,471.46,471.46
620,313,96,5,322.41,1612.05
621,313,31,5,155.01,775.05
622,314,382,5,153.27,766.35
623,315,125,4,379.3,1517.2
624,316,288,1,234.49,234.49
625,317,42,4,109.82,439.28
626,318,271,5,162.22,811.1
627,319,362,5,71.3,356.5
628,319,169,5,47.43,237.15
629,319,63,2,73.39,146.78
630,320,83,3,411.53,1234.59
631,320,371,3,468.92,1406.76
632,320,370,4,432.08,1728.32
633,321,359,3,34.18,102.54
634,321,387,3,337.21,1011.63
635,322,126,4,427.07,1708.28
636,323,113,4,143.02,572.08
637,323,115,2,105.4,210.8
638,323,125,3,295.52,886.56
639,324,327,1,200.07,200.07
640,324,251,4,126.74,506.96
641,324,152,1,108.74,108.74
642,325,67,3,99.06,297.18
643,326,73,4,161.88,647.52
644,327,167,1,64.22,64.22
645,328,473,4,163.29,653.16
646,329,109,5,186.54,932.7
647,330,121,1,284.28,284.28
648,330,369,2,311.78,623.56
649,331,160,1,56.79,56.79
650,331,266,4,330.41,1321.64
651,332,185,5,13.94,69.7
652,333,405,1,127.38,127.38
653,333,495,5,165.4,827.0
654,334,158,5,47.36,236.8
655,335,410,3,298.22,894.66
656,336,30,1,289.92,289.92
657,336,391,3,146.07,438.21
658,337,117,4,43.21,172.84
659,338,259,4,127.29,509.16
660,339,38,3,330.48,991.44
661,340,198,2,76.83,153.66
662,340,250,5,348.01,1740.05
663,341,192,1,483.34,483.34
664,341,23,2,274.76,549.52
665,342,66,2,248.11,496.22
666,342,464,2,108.51,217.02
667,342,243,3,49.8,149.4
668,343,285,2,129.74,259.48
669,343,373,2,82.43,164.86
670,344,297,3,72.59,217.77
671,345,204,1,92.3,92.3
672,345,473,4,95.68,382.72
673,345,432,2,176.69,353.38
674,346,227,4,389.05,1556.2
675,346,477,3,447.96,1343.88
676,346,162,5,304.44,1522.2
677,347,216,4,419.36,1677.44
678,347,113,4,157.74,630.96
679,347,335,2,244.01,488.02
680,348,370,3,245.15,735.45
681,349,149,1,244.71,244.71
682,349,491,3,421.08,1263.24
683,349,161,3,297.13,891.39
684,350,58,3,22.55,67.65
685,350,370,4,321.27,1285.08
686,351,132,1,129.84,129.84
687,351,109,5,67.27,336.35
688,351,313,5,108.18,540.9
689,352,307,1,364.6,364.6
690,352,352,2,328.01,656.02
691,353,319,5,311.74,1558.7
692,353,8,5,464.68,2323.4
693,353,331,4,213.78,855.12
694,354,28,2,456.49,912.98
695,355,90,3,106.24,318.72
696,355,19,5,480.31,2401.55
697,356,112,3,421.42,1264.26
698,356,48,4,340.14,1360.56
699,357,253,3,58.01,174.03
700,358,453,3,145.11,435.33
701,358,335,2,5.11,10.22
702,358,195,3,205.39,616.17
703,359,337,1,8.89,8.89
704,359,387,5,262.17,1310.85
705,360,161,4,199.89,799.56
706,360,407,2,54.86,109.72
707,360,401,4,156.08,624.32
708,361,433,5,320.19,1600.95
709,361,131,5,387.93,1939.65
710,362,94,2,424.74,849.48
711,362,301,5,399.87,1999.35
712,362,224,1,90.07,90.07
713,363,192,5,353.37,1766.85
714,363,321,2,234.72,469.44
715,363,19,1,323.5,323.5
716,364,275,2,399.37,798.74
717,364,126,3,215.26,645.78
718,364,267,3,255.87,767.61
719,365,470,2,418.61,837.22
720,365,490,3,228.35,685.05
721,365,84,2,458.3,916.6
722,366,75,5,389.94,1949.7
723,366,260,1,483.73,483.73
724,366,454,4,69.24,276.96
725,367,26,2,370.97,741.94
726,367,71,1,222.7,222.7
727,367,146,4,221.91,887.64
728,368,275,1,409.23,409.23
729,369,405,2,256.0,512.0
730,369,139,1,363.5,363.5
731,370,278,5,220.39,1101.95
732,370,370,5,310.77,1553.85
733,371,22,2,247.35,494.7
734,371,344,4,421.23,1684.92
735,372,228,3,487.33,1461.99
736,373,266,2,218.05,436.1
737,373,21,5,423.8,2119.0
738,373,8,5,214.99,1074.95
739,374,44,2,142.61,285.22
740,374,403,4,482.57,1930.28
741,374,92,4,54.14,216.56
742,375,473,5,315.87,1579.35
743,375,309,5,346.66,1733.3
744,376,283,1,468.48,468.48
745,376,155,4,51.57,206.28
746,377,443,1,27.38,27.38
747,378,450,3,187.09,561.27
748,378,73,1,494.43,494.43
749,379,145,1,350.41,350.41
750,379,277,1,281.46,281.46
751,379,229,2,122.61,245.22
752,380,317,4,379.34,1517.36
753,381,26,4,258.65,1034.6
754,382,394,2,292.46,584.92
755,383,325,2,37.55,75.1
756,383,107,5,58.23,291.15
757,383,105,4,129.82,519.28
758,384,293,4,491.51,1966.04
759,384,376,4,236.05,944.2
760,385,144,4,473.9,1895.6
761,386,342,4,302.03,1208.12
762,386,23,4,496.41,1985.64
763,387,105,1,37.99,37.99
764,388,416,4,27.91,111.64
765,388,163,4,117.54,470.16
766,388,357,5,366.24,1831.2
767,389,130,5,327.82,1639.1
768,389,454,4,146.56,586.24
769,389,138,2,419.78,839.56
770,390,410,5,234.46,1172.3
771,390,29,4,89.8,359.2
772,390,84,3,28.65,85.95
773,391,445,4,39.67,158.68
774,391,196,5,178.4,892.0
775,392,443,2,352.31,704.62
776,392,106,1,458.89,458.89
777,393,123,4,215.92,863.68
778,393,150,4,327.29,1309.16
779,393,64,3,305.87,917.61
780,394,107,2,254.74,509.48
781,394,179,3,253.41,760.23
782,394,422,4,104.13,416.52
783,395,133,3,267.47,802.41
784,396,174,5,444.48,2222.4
785,397,354,1,128.8,128.8
786,397,405,2,191.08,382.16
787,397,259,1,399.87,399.87
788,398,496,2,208.97,417.94
789,398,423,3,50.25,150.75
790,399,236,5,72.09,360.45
791,400,9,4,133.8,535.2
792,400,495,2,84.01,168.02
793,400,67,1,326.28,326.28
794,401,197,4,484.55,1938.2
795,401,440,3,217.02,651.06
796,401,293,3,274.98,824.94
797,402,269,4,84.11,336.44
798,402,349,4,224.17,896.68
799,403,81,5,166.85,834.25
800,403,154,5,395.02,1975.1
801,404,52,1,366.15,366.15
802,405,133,3,64.79,194.37
803,405,469,3,360.86,1082.58
804,406,250,4,295.11,1180.44
805,406,176,3,342.61,1027.83
806,406,259,2,30.26,60.52
807,407,303,1,399.77,399.77
808,407,335,4,469.69,1878.76
809,407,394,5,13.9,69.5
810,408,247,4,84.76,339.04
811,409,482,3,397.54,1192.62
812,409,157,5,247.79,1238.95
813,410,323,4,274.32,1097.28
814,410,49,5,250.7,1253.5
815,410,491,4,359.38,1437.52
816,411,350,3,422.99,1268.97
817,411,446,5,213.78,1068.9
818,412,12,3,480.5,1441.5
819,413,351,4,329.97,1319.88
820,413,248,4,61.74,246.96
821,413,402,4,256.17,1024.68
822,414,333,1,291.92,291.92
823,414,242,3,209.57,628.71
824,415,428,3,277.8,833.4
825,416,10,3,72.12,216.36
826,417,229,1,142.88,142.88
827,418,322,4,206.89,827.56
828,418,124,3,252.2,756.6
829,418,363,1,409.0,409.0
830,419,123,3,313.85,941.55
831,419,486,3,290.28,870.84
832,419,422,5,139.53,697.65
833,420,154,2,462.14,924.28
834,420,262,1,23.29,23.29
835,420,91,3,25.66,76.98
836,421,369,4,283.35,1133.4
837,422,235,1,422.71,422.71
838,422,383,5,283.21,1416.05
839,423,152,2,242.84,485.68
840,423,70,2,204.08,408.16
841,424,172,5,88.96,444.8
842,424,18,4,196.47,785.88
843,424,391,4,486.46,1945.84
844,425,328,3,485.56,1456.68
845,425,233,2,398.06,796.12
846,425,92,3,397.67,1193.01
847,426,1,2,82.0,164.0
848,426,469,3,291.69,875.07
849,427,345,1,88.03,88.03
850,427,183,4,197.2,788.8
851,428,242,5,341.88,1709.4
852,429,174,5,275.41,1377.05
853,429,191,3,240.42,721.26
854,429,463,2,89.18,178.36
855,430,108,3,290.93,872.79
856,431,99,2,55.54,111.08
