transaction_id,customer_id,transaction_date,payment_method
233,567,2025-10-23,Credit Card
234,254,2025-05-24,Credit Card
235,647,2025-04-13,UPI
236,383,2025-03-24,UPI
237,827,2025-11-20,Credit Card
238,572,2025-07-15,Net Banking
239,316,2025-02-06,Net Banking
240,272,2025-11-30,UPI
241,841,2025-09-06,Cash
242,793,2025-06-26,Cash
243,334,2025-09-07,Cash
244,612,2025-01-18,UPI
245,321,2025-07-30,Cash
246,381,2025-08-28,UPI
247,346,2025-08-17,Cash
248,958,2025-11-01,Cash
249,29,2025-04-18,Credit Card
250,885,2025-08-05,UPI
251,355,2025-04-06,Credit Card
252,720,2025-03-11,Debit Card
253,404,2025-08-08,Cash
254,23,2025-10-10,Debit Card
255,606,2025-01-23,Credit Card
256,374,2025-02-15,Cash
257,787,2025-09-11,Credit Card
258,371,2025-08-19,Debit Card
259,259,2025-02-23,UPI
260,984,2025-09-17,Net Banking
261,497,2025-06-05,Net Banking
262,293,2025-03-11,Cash
263,913,2025-03-31,Debit Card
264,378,2025-11-15,Debit Card
265,581,2025-09-15,Net Banking
266,365,2025-03-04,Net Banking
267,957,2025-10-13,Cash
268,226,2025-07-20,Cash
269,75,2025-07-25,Net Banking
270,162,2025-10-03,Debit Card
271,369,2025-02-27,Credit Card
272,192,2025-10-17,UPI
273,690,2025-06-03,Cash
274,525,2025-08-08,Net Banking
275,631,2025-02-25,Cash
276,619,2025-08-09,Cash
277,651,2025-10-19,Credit Card
278,539,2025-04-24,Credit Card
279,678,2025-07-27,Credit Card
280,308,2025-11-18,UPI
281,833,2025-08-10,Cash
282,222,2025-09-17,UPI
283,351,2025-01-17,Net Banking
284,882,2025-11-08,UPI
285,606,2025-03-31,Credit Card
286,210,2025-01-27,UPI
287,528,2025-12-24,UPI
288,671,2025-04-24,Credit Card
289,92,2025-06-30,Net Banking
290,583,2025-07-31,Credit Card
291,490,2025-01-11,Credit Card
292,261,2025-05-11,Debit Card
293,42,2025-09-21,Credit Card
294,262,2025-11-18,UPI
295,778,2025-09-27,Debit Card
296,287,2025-07-02,Cash
297,158,2025-10-03,Credit Card
298,155,2025-12-08,Cash
299,495,2025-07-12,Cash
300,872,2025-11-27,Cash
301,622,2025-09-26,Cash
302,891,2025-09-12,Net Banking
303,983,2025-02-18,Cash
304,729,2025-04-12,Credit Card
305,968,2025-09-03,Debit Card
306,732,2025-04-01,Credit Card
307,757,2025-09-20,Debit Card
308,314,2025-07-27,Debit Card
309,631,2025-05-20,Debit Card
310,471,2025-05-07,Net Banking
311,679,2025-10-13,Net Banking
312,840,2025-08-02,Credit Card
313,383,2025-03-08,Net Banking
314,300,2025-05-25,UPI
315,702,2025-03-14,Debit Card
316,101,2025-06-13,Debit Card
317,209,2025-09-09,UPI
318,908,2025-05-14,Debit Card
319,935,2025-07-11,Cash
320,468,2025-04-24,Debit Card
321,268,2025-06-17,UPI
322,892,2025-04-24,UPI
323,202,2025-08-07,Net Banking
324,335,2025-11-10,UPI
325,669,2025-09-17,Debit Card
326,89,2025-04-24,Debit Card
327,956,2025-08-14,UPI
328,302,2025-10-06,Net Banking
329,290,2025-04-15,Credit Card
330,81,2025-03-07,Cash
331,224,2025-09-27,UPI
332,54,2025-11-02,UPI
333,537,2025-10-02,Debit Card
334,387,2025-02-20,Debit Card
335,486,2025-07-22,Credit Card
336,919,2025-02-12,Net Banking
337,351,2025-07-02,Credit Card
338,666,2025-02-03,Net Banking
339,617,2025-08-24,UPI
340,224,2025-02-23,Credit Card
341,991,2025-08-25,Cash
342,904,2025-10-18,UPI
343,632,2025-03-23,Net Banking
344,192,2025-08-17,Debit Card
345,263,2025-07-03,UPI
346,80,2025-09-14,Debit Card
347,969,2025-11-22,Cash
348,74,2025-03-16,Debit Card
349,514,2025-05-08,UPI
350,994,2025-08-16,UPI
351,566,2025-08-31,Debit Card
352,905,2025-11-04,UPI
353,208,2025-02-08,Debit Card
354,824,2025-12-13,UPI
355,650,2025-06-04,Cash
356,204,2025-08-24,Credit Card
357,613,2025-07-12,Debit Card
358,467,2025-05-12,Debit Card
359,388,2025-08-09,Credit Card
360,876,2025-11-29,Cash
361,946,2025-11-08,Credit Card
362,732,2025-06-01,Credit Card
363,8,2025-11-03,UPI
364,715,2025-06-05,Debit Card
365,694,2025-01-16,Cash
366,947,2025-05-15,UPI
367,425,2025-07-21,Net Banking
368,24,2025-05-19,Debit Card
369,356,2025-05-02,Cash
370,305,2025-04-22,Net Banking
371,827,2025-05-15,Net Banking
372,324,2025-09-16,Net Banking
373,170,2025-01-23,Debit Card
374,210,2025-01-12,Credit Card
375,43,2025-04-18,Debit Card
376,568,2025-11-10,Net Banking
377,948,2025-02-01,Debit Card
378,585,2025-08-15,Cash
379,664,2025-03-09,UPI
380,412,2025-04-16,Credit Card
381,547,2025-09-15,Cash
382,443,2025-01-30,Cash
383,13,2025-07-30,Credit Card
384,982,2025-11-22,Credit Card
385,257,2025-06-15,Cash
386,757,2025-06-15,Debit Card
387,770,2025-12-25,UPI
388,605,2025-05-26,Cash
389,201,2025-01-16,UPI
390,582,2025-09-28,Cash
391,457,2025-07-09,Debit Card
392,526,2025-05-18,Debit Card
393,811,2025-02-17,Credit Card
394,929,2025-11-22,Cash
395,198,2025-01-12,Debit Card
396,157,2025-08-30,Debit Card
397,934,2025-08-12,UPI
398,295,2025-05-30,Net Banking
399,929,2025-06-02,Debit Card
400,451,2025-09-01,UPI
401,280,2025-12-23,UPI
402,122,2025-01-27,Cash
403,936,2025-06-30,Debit Card
404,775,2025-07-23,Net Banking
405,756,2025-05-27,Debit Card
406,421,2025-12-01,Net Banking
407,175,2025-06-12,Cash
408,762,2025-02-27,Debit Card
409,703,2025-12-19,Credit Card
410,58,2025-03-10,Debit Card
411,85,2025-04-17,Credit Card
412,856,2025-12-24,Net Banking
413,593,2025-01-18,Net Banking
414,225,2025-01-28,UPI
415,883,2025-06-27,UPI
416,368,2025-09-17,Credit Card
417,713,2025-05-04,Cash
418,483,2025-01-06,Net Banking
419,599,2025-07-06,Net Banking
420,512,2025-04-08,Debit Card
421,863,2025-11-24,Net Banking
422,651,2025-04-23,Cash
423,521,2025-07-01,Credit Card
424,961,2025-02-20,Credit Card
425,980,2025-01-24,Net Banking
426,957,2025-07-20,Credit Card
427,125,2025-05-20,Debit Card
428,651,2025-06-12,Credit Card
429,391,2025-07-11,UPI
430,213,2025-08-10,Cash
431,775,2025-10-25,Debit Card
432,289,2025-05-28,Cash
433,459,2025-02-18,Net Banking
434,334,2025-06-12,Cash
435,810,2024-12-31,Debit Card
436,170,2025-07-06,Credit Card
437,384,2025-01-15,Cash
438,811,2025-06-13,Cash
439,12,2025-03-22,Net Banking
440,909,2025-01-19,Credit Card
441,243,2025-11-13,Credit Card
442,402,2025-05-06,Debit Card
443,674,2025-03-10,Credit Card
444,841,2025-11-05,Credit Card
445,94,2025-01-12,Debit Card
446,504,2025-05-13,Net Banking
447,871,2025-01-25,UPI
448,341,2025-09-21,Cash
449,741,2025-06-05,Credit Card
450,825,2025-10-03,Debit Card
451,18,2025-08-22,UPI
452,387,2025-03-20,Cash
453,225,2025-02-04,Net Banking
454,736,2025-06-24,Net Banking
455,621,2025-03-04,Debit Card
456,238,2025-07-09,Credit Card
457,480,2025-01-02,Net Banking
458,756,2025-06-03,Cash
459,899,2025-01-26,Cash
460,76,2025-04-16,Net Banking
461,116,2025-12-01,Cash
462,297,2025-06-20,Credit Card
463,479,2025-09-10,Credit Card
464,854,2025-11-22,Cash
465,496,2025-07-10,Cash
466,862,2025-09-04,Credit Card
467,979,2025-10-19,Credit Card
468,721,2025-04-10,Net Banking
469,808,2025-10-11,UPI
470,279,2025-11-02,Credit Card
471,289,2025-03-19,Net Banking
472,685,2025-11-19,UPI
473,502,2025-10-17,Cash
474,407,2025-05-03,UPI
475,262,2025-03-02,Debit Card
476,841,2025-12-03,Cash
477,103,2025-03-29,Credit Card
478,16,2025-10-21,Cash
479,269,2025-02-24,Cash
480,271,2025-01-19,Net Banking
481,674,2025-06-28,Credit Card
482,264,2025-07-01,Credit Card
483,54,2025-12-05,Net Banking
484,612,2025-05-25,Net Banking
485,325,2025-07-28,Debit Card
486,9,2025-11-28,UPI
487,510,2025-06-28,Credit Card
488,852,2025-07-11,UPI
489,133,2025-01-06,Net Banking
490,60,2025-05-18,Net Banking
491,954,2025-07-30,Credit Card
492,12,2025-12-13,Net Banking
493,663,2025-02-15,Net Banking
494,160,2025-05-07,Net Banking
495,717,2025-12-16,Cash
496,343,2025-08-02,Debit Card
497,432,2025-04-11,UPI
498,642,2025-03-14,Credit Card
499,772,2025-05-04,Net Banking
500,853,2025-07-27,Debit Card
501,75,2025-12-24,Net Banking
502,983,2025-05-02,Debit Card
503,871,2025-10-11,Credit Card
504,892,2025-01-31,Credit Card
505,873,2025-11-27,UPI
506,616,2025-04-18,Cash
507,349,2025-01-29,Cash
508,816,2025-09-15,UPI
509,788,2025-11-02,Credit Card
510,400,2025-06-29,Debit Card
511,482,2025-12-26,UPI
512,45,2025-06-20,Cash
513,959,2025-05-12,Net Banking
514,923,2025-02-25,UPI
515,852,2025-09-17,Cash
516,661,2025-10-19,Cash
517,130,2025-05-24,UPI
518,722,2025-11-13,UPI
519,623,2025-01-15,Cash
520,17,2025-04-13,Credit Card
521,323,2025-11-11,Cash
522,568,2025-12-16,Debit Card
523,157,2025-03-26,Credit Card
524,499,2025-07-06,Debit Card
525,944,2025-01-27,Net Banking
526,103,2025-07-31,Net Banking
527,380,2025-05-06,Cash
528,171,2025-04-21,Net Banking
529,752,2025-08-16,Cash
530,445,2025-04-23,Cash
531,470,2025-07-25,Cash
532,193,2025-08-24,Debit Card
533,772,2025-10-04,Net Banking
534,76,2025-09-19,Net Banking
535,543,2025-09-10,Net Banking
536,332,2025-07-26,Credit Card
537,34,2025-05-23,UPI
538,995,2025-08-27,Net Banking
539,430,2025-02-22,Net Banking
540,836,2025-09-27,Debit Card
541,183,2025-03-24,Net Banking
542,367,2025-02-13,Debit Card
543,557,2025-08-02,Net Banking
544,988,2025-11-28,UPI
545,980,2025-07-17,Debit Card
546,34,2025-02-23,UPI
547,377,2025-04-28,Net Banking
548,699,2025-11-17,Cash
549,720,2025-07-17,UPI
550,565,2025-09-21,Cash
551,980,2025-05-15,UPI
552,497,2025-02-18,Credit Card
553,55,2025-02-25,Cash
554,899,2025-08-06,Credit Card
555,775,2025-04-25,Debit Card
556,887,2025-04-01,Debit Card
557,231,2025-09-01,Debit Card
558,988,2025-10-07,Cash
559,878,2025-06-16,Debit Card
560,612,2025-07-08,Debit Card
561,451,2025-09-16,Cash
562,810,2025-01-02,Debit Card
563,117,2025-02-09,Debit Card
564,36,2025-12-23,Debit Card
565,335,2025-10-16,Credit Card
566,367,2025-04-09,Debit Card
567,232,2025-03-14,UPI
568,762,2025-02-04,UPI
569,418,2025-12-16,Debit Card
570,874,2025-06-13,Credit Card
571,584,2025-04-01,Cash
572,520,2025-12-08,Debit Card
573,816,2025-11-06,Debit Card
574,112,2025-11-16,Cash
575,836,2025-06-13,UPI
576,976,2025-01-08,Cash
577,803,2025-03-21,UPI
578,988,2025-03-21,Credit Card
579,612,2025-05-25,Net Banking
580,871,2025-05-20,Debit Card
581,641,2025-05-12,Credit Card
582,189,2025-11-26,Cash
583,949,2025-02-05,Credit Card
584,440,2025-01-27,Net Banking
585,554,2025-02-20,UPI
586,70,2025-07-08,Credit Card
587,133,2025-08-04,Net Banking
588,889,2025-06-12,Debit Card
589,161,2025-06-12,Credit Card
590,606,2025-04-03,Debit Card
591,821,2025-02-15,Cash
592,144,2025-02-14,Debit Card
593,636,2025-02-16,Debit Card
594,1000,2025-01-22,UPI
595,159,2025-08-21,Cash
596,706,2025-06-06,Debit Card
597,745,2025-06-21,Credit Card
598,324,2025-03-21,Credit Card
599,555,2025-03-20,Net Banking
600,924,2025-02-19,UPI
601,670,2025-12-18,Net Banking
602,728,2025-11-14,Credit Card
603,183,2025-09-09,Debit Card
604,703,2025-04-10,Cash
605,984,2025-09-24,Debit Card
606,984,2025-03-21,Credit Card
607,29,2025-04-01,Debit Card
608,645,2025-04-17,UPI
609,430,2025-04-28,Debit Card
610,43,2025-08-13,Net Banking
611,930,2025-11-23,Debit Card
612,719,2025-05-23,Debit Card
613,118,2025-01-30,Debit Card
614,552,2025-03-07,UPI
615,34,2025-01-13,UPI
616,493,2025-05-16,Net Banking
617,41,2025-03-22,UPI
618,548,2025-05-22,Debit Card
619,542,2025-02-06,Net Banking
620,547,2025-07-31,Credit Card
621,149,2025-02-01,Credit Card
622,64,2025-03-13,UPI
623,274,2025-01-18,Debit Card
624,413,2025-11-28,UPI
625,175,2025-05-03,Debit Card
626,195,2025-04-26,Net Banking
627,723,2025-06-05,Credit Card
628,483,2025-08-16,Credit Card
629,463,2025-09-01,UPI
630,923,2025-11-16,Debit Card
631,982,2025-04-16,UPI
632,779,2025-06-19,Debit Card
633,418,2025-10-13,Credit Card
634,10,2025-07-08,UPI
635,968,2025-04-02,Net Banking
636,139,2025-08-11,Net Banking
637,653,2025-11-16,Cash
638,918,2025-01-16,Credit Card
639,621,2025-03-24,Credit Card
640,238,2025-03-30,Cash
641,402,2025-10-12,Cash
642,519,2024-12-28,UPI
643,563,2025-12-17,UPI
644,726,2025-02-17,Credit Card
645,121,2025-09-03,Debit Card
646,535,2025-08-15,Credit Card
647,580,2024-12-31,Net Banking
648,882,2025-07-31,Credit Card
649,833,2025-07-05,Cash
650,586,2025-01-03,Debit Card
651,213,2025-07-11,Cash
652,918,2025-02-27,Debit Card
653,988,2025-01-11,Cash
654,808,2025-06-15,Net Banking
655,832,2025-08-24,Cash
656,42,2025-08-02,Debit Card
657,187,2025-03-13,UPI
658,792,2025-01-11,Credit Card
659,646,2025-06-07,Credit Card
660,458,2025-12-20,Net Banking
661,870,2025-07-16,UPI
662,296,2025-02-05,Net Banking
663,699,2025-01-31,Cash
664,812,2025-11-07,Cash
665,778,2025-04-13,UPI
666,941,2025-10-10,Debit Card
667,408,2025-05-22,UPI
668,262,2025-01-26,Cash
669,786,2025-10-11,Net Banking
670,597,2025-09-16,Debit Card
671,13,2025-08-04,Cash
672,23,2025-02-17,UPI
673,595,2025-11-10,Net Banking
674,205,2025-12-21,Cash
675,93,2025-04-28,Net Banking
676,745,2025-06-24,Credit Card
677,558,2024-12-27,Cash
678,514,2025-01-17,Cash
679,838,2025-01-13,Credit Card
680,503,2025-09-22,Cash
681,416,2025-01-04,Debit Card
682,317,2025-01-05,Cash
683,152,2025-05-05,UPI
684,368,2025-04-10,Credit Card
685,558,2025-09-23,UPI
686,826,2025-02-11,Debit Card
687,863,2025-05-01,Cash
688,358,2025-04-11,Credit Card
689,585,2025-08-17,UPI
690,812,2025-03-24,Credit Card
691,252,2025-03-27,Debit Card
692,678,2025-03-21,Cash
693,557,2025-08-11,Credit Card
694,990,2025-05-19,UPI
695,220,2025-12-12,Credit Card
696,332,2025-07-16,UPI
697,454,2025-09-17,Cash
698,846,2025-05-15,Debit Card
699,66,2025-03-26,Net Banking
700,377,2025-12-17,Debit Card
701,28,2025-04-06,Debit Card
702,588,2025-10-31,Net Banking
703,206,2025-03-25,Debit Card
704,511,2025-06-17,UPI
705,257,2025-07-13,UPI
706,505,2025-02-19,Cash
707,395,2025-05-25,Net Banking
708,68,2025-11-05,Cash
709,523,2025-11-09,Credit Card
710,998,2025-04-03,Net Banking
711,507,2025-12-07,Cash
712,664,2025-08-13,Cash
713,869,2025-02-27,Cash
714,691,2025-01-29,Debit Card
715,514,2025-03-08,UPI
716,988,2025-04-20,Cash
717,839,2025-02-15,Debit Card
718,985,2025-01-18,UPI
719,977,2025-10-06,Net Banking
720,254,2025-10-24,Debit Card
721,133,2025-03-06,Cash
722,473,2025-03-23,Debit Card
723,532,2025-09-20,Debit Card
724,589,2025-06-22,Cash
725,998,2025-01-08,Credit Card
726,284,2025-06-01,Credit Card
727,793,2025-03-30,Credit Card
728,573,2025-03-03,Debit Card
729,487,2025-03-12,Credit Card
730,198,2025-04-08,Cash
731,90,2025-11-27,Debit Card
732,840,2025-03-31,Credit Card
733,166,2025-05-07,Cash
734,23,2025-12-16,Net Banking
735,395,2025-02-01,Credit Card
736,556,2025-11-15,Net Banking
737,519,2025-04-26,Cash
738,599,2025-11-21,Credit Card
739,999,2025-08-07,Credit Card
740,32,2025-04-25,Net Banking
741,884,2025-02-05,Credit Card
742,949,2025-02-16,Credit Card
743,946,2025-07-14,Net Banking
744,338,2025-06-07,Cash
745,976,2025-03-14,Credit Card
746,761,2025-08-13,Net Banking
747,775,2025-08-29,Net Banking
748,276,2025-12-11,Debit Card
749,926,2025-09-09,Net Banking
750,83,2025-12-13,UPI
751,356,2025-04-22,Net Banking
752,440,2025-11-11,Cash
753,747,2025-02-01,Cash
754,12,2025-09-03,Cash
755,238,2025-10-16,Net Banking
756,876,2025-08-16,UPI
757,598,2025-07-16,Net Banking
758,977,2025-11-30,Net Banking
759,21,2025-04-21,Credit Card
760,307,2025-05-02,Credit Card
761,241,2025-02-26,Net Banking
762,790,2025-11-18,Credit Card
763,620,2025-07-15,Debit Card
764,6,2025-01-12,Credit Card
765,451,2025-10-21,Cash
766,659,2025-02-24,Credit Card
767,544,2025-05-05,Credit Card
768,509,2025-10-16,Cash
769,747,2025-11-07,Debit Card
770,272,2025-06-01,Cash
771,880,2025-10-28,UPI
772,888,2025-08-29,Net Banking
773,692,2025-05-08,Cash
774,127,2025-05-31,Debit Card
775,850,2025-03-16,Debit Card
776,759,2025-09-29,Credit Card
777,522,2025-05-20,Credit Card
778,715,2025-03-24,Debit Card
779,878,2025-02-21,UPI
780,670,2025-01-22,Credit Card
781,778,2025-01-19,Net Banking
782,382,2025-05-28,Debit Card
783,914,2025-04-21,Cash
784,688,2024-12-27,Debit Card
785,365,2025-04-27,Cash
786,397,2025-08-16,Debit Card
787,831,2025-10-05,Net Banking
788,303,2025-03-18,Credit Card
789,39,2025-12-04,Cash
790,403,2025-04-01,UPI
791,705,2025-07-02,UPI
792,352,2025-04-15,Debit Card
793,309,2025-07-18,Debit Card
794,11,2025-04-30,UPI
795,774,2025-03-26,UPI
796,547,2025-04-16,Debit Card
797,920,2025-12-15,Credit Card
798,864,2025-07-21,Debit Card
799,625,2025-06-24,Cash
800,671,2025-02-06,Cash
801,618,2025-04-08,Credit Card
802,972,2025-02-06,Cash
803,86,2025-11-15,Net Banking
804,236,2025-02-07,Cash
805,406,2025-11-27,UPI
806,246,2025-07-24,Cash
807,730,2025-03-07,Credit Card
808,508,2025-11-26,Debit Card
809,692,2025-10-22,Credit Card
810,875,2025-08-01,Cash
811,550,2025-09-30,Cash
812,395,2025-06-30,Debit Card
813,739,2025-09-03,UPI
814,760,2025-07-19,Credit Card
815,942,2025-01-15,UPI
816,651,2025-10-09,Cash
817,802,2025-03-08,Credit Card
818,909,2025-06-09,UPI
819,931,2025-05-13,Net Banking
820,389,2025-10-09,UPI
821,733,2025-11-23,UPI
822,24,2025-08-25,Credit Card
823,593,2025-08-29,Credit Card
824,191,2025-04-25,Credit Card
825,667,2025-07-29,Cash
826,419,2025-04-23,Credit Card
827,600,2025-07-04,Credit Card
828,367,2025-02-05,Credit Card
829,419,2025-08-03,Net Banking
830,116,2024-12-27,UPI
831,811,2025-12-21,Debit Card
832,817,2025-04-15,Credit Card
833,621,2025-03-19,Cash
834,968,2025-05-10,Credit Card
835,544,2025-12-24,Credit Card
836,688,2025-07-09,Net Banking
837,9,2025-04-18,Net Banking
838,278,2025-10-06,Net Banking
839,236,2025-09-26,Net Banking
840,215,2025-01-25,UPI
841,916,2025-11-29,UPI
842,899,2025-02-27,Cash
843,451,2025-08-18,Credit Card
844,386,2025-11-11,Net Banking
845,83,2025-02-08,Debit Card
846,253,2025-12-16,UPI
847,64,2025-10-06,Net Banking
848,924,2025-05-31,Net Banking
849,630,2025-07-13,Cash
850,702,2025-01-18,Debit Card
851,925,2025-09-19,Net Banking
852,340,2025-11-13,UPI
853,594,2025-11-07,Cash
854,665,2025-06-09,Cash
855,457,2025-03-02,UPI
856,300,2025-03-19,Cash
857,998,2025-06-28,UPI
858,410,2025-01-01,UPI
859,377,2025-04-17,Debit Card
860,795,2025-03-05,Cash
861,252,2025-07-14,Debit Card
