transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount
35,2025-10-18,732,216,2,277.28,554.56
35,2025-10-18,732,463,3,144.91,434.73
36,2025-10-13,357,486,1,176.54,176.54
36,2025-10-13,357,329,5,374.27,1871.35
36,2025-10-13,357,338,1,243.62,243.62
37,2025-06-17,732,433,3,389.95,1169.85
38,2025-04-15,543,426,4,82.52,330.08
39,2025-04-18,197,234,1,6.55,6.55
40,2025-02-12,13,228,4,404.8,1619.2
40,2025-02-12,13,49,3,243.73,731.19
40,2025-02-12,13,271,5,185.88,929.40
41,2025-06-14,974,220,5,26.81,134.05
42,2025-06-22,721,35,4,246.38,985.52
42,2025-06-22,721,163,4,186.78,747.12
42,2025-06-22,721,306,2,390.91,781.82
43,2024-12-30,306,289,4,150.72,602.88
43,2024-12-30,306,445,4,485.73,1942.92
44,2025-12-03,646,11,3,149.99,449.97
44,2025-12-03,646,203,2,98.55,197.10
45,2025-03-12,947,318,3,12.28,36.84
45,2025-03-12,947,286,4,46.15,184.60
45,2025-03-12,947,462,3,412.76,1238.28
46,2025-11-18,176,214,2,298.33,596.66
46,2025-11-18,176,498,2,374.05,748.10
46,2025-11-18,176,272,1,352.7,352.7
47,2025-07-27,918,60,4,334.6,1338.4
48,2025-02-28,401,355,3,208.41,625.23
49,2025-02-15,389,212,4,122.95,491.80
50,2025-01-22,476,446,1,60.56,60.56
50,2025-01-22,476,65,4,430.11,1720.44
51,2025-02-26,57,380,5,276.01,1380.05
52,2025-05-11,23,321,5,75.56,377.80
52,2025-05-11,23,136,4,341.46,1365.84
53,2025-11-26,919,255,2,214.59,429.18
53,2025-11-26,919,255,2,214.59,429.18
54,2025-02-24,209,252,4,257.9,1031.6
54,2025-02-24,209,190,2,72.61,145.22
55,2025-07-29,961,467,3,363.53,1090.59
56,2025-04-05,402,453,1,236.71,236.71
57,2025-04-07,720,381,4,313.66,1254.64
57,2025-04-07,720,222,3,80.58,241.74
58,2025-04-12,483,494,2,429.76,859.52
58,2025-04-12,483,36,2,12.2,24.4
58,2025-04-12,483,119,4,244.81,979.24
59,2025-03-30,353,434,3,21.02,63.06
59,2025-03-30,353,451,2,117.67,235.34
60,2025-09-26,569,149,3,57.41,172.23
61,2025-10-14,326,67,5,301.26,1506.30
61,2025-10-14,326,341,3,51.61,154.83
62,2025-02-15,344,470,3,232.51,697.53
62,2025-02-15,344,73,5,25.92,129.60
62,2025-02-15,344,5,1,314.52,314.52
63,2025-03-02,136,413,4,496.98,1987.92
63,2025-03-02,136,16,3,241.42,724.26
64,2025-08-07,658,321,5,75.56,377.80
64,2025-08-07,658,436,4,472.16,1888.64
64,2025-08-07,658,85,2,321.65,643.30
65,2025-12-02,743,293,1,131.93,131.93
65,2025-12-02,743,55,2,471.21,942.42
65,2025-12-02,743,84,2,404.22,808.44
66,2025-05-18,627,288,5,55.84,279.20
66,2025-05-18,627,333,4,312.24,1248.96
67,2025-12-03,439,114,1,136.66,136.66
67,2025-12-03,439,210,3,318.91,956.73
68,2025-08-06,306,80,2,293.7,587.4
68,2025-08-06,306,247,2,154.79,309.58
69,2025-05-12,888,112,4,242.9,971.6
69,2025-05-12,888,295,5,130.26,651.30
70,2025-03-08,930,44,5,439.63,2198.15
70,2025-03-08,930,30,5,152.14,760.70
71,2025-11-30,704,306,4,390.91,1563.64
72,2025-10-01,996,3,5,498.69,2493.45
72,2025-10-01,996,452,2,46.98,93.96
73,2025-08-28,247,66,4,211.47,845.88
73,2025-08-28,247,288,5,55.84,279.20
74,2025-10-19,277,312,1,333.94,333.94
74,2025-10-19,277,133,1,261.96,261.96
74,2025-10-19,277,467,1,363.53,363.53
75,2025-01-17,925,151,3,496.87,1490.61
75,2025-01-17,925,88,5,222.45,1112.25
75,2025-01-17,925,58,2,16.96,33.92
76,2025-03-07,606,467,1,363.53,363.53
77,2025-04-30,924,453,4,236.71,946.84
78,2025-03-29,103,37,3,37.4,112.2
78,2025-03-29,103,348,2,231.55,463.10
79,2025-05-18,884,197,2,195.32,390.64
79,2025-05-18,884,65,4,430.11,1720.44
80,2025-08-29,567,382,3,240.39,721.17
81,2025-04-06,530,183,3,448.54,1345.62
81,2025-04-06,530,179,1,153.54,153.54
81,2025-04-06,530,439,1,18.16,18.16
82,2025-08-01,309,127,1,428.76,428.76
82,2025-08-01,309,426,1,82.52,82.52
83,2025-09-26,908,188,4,443.19,1772.76
83,2025-09-26,908,306,3,390.91,1172.73
83,2025-09-26,908,6,4,388.76,1555.04
84,2025-04-19,117,247,4,154.79,619.16
84,2025-04-19,117,135,3,220.51,661.53
84,2025-04-19,117,493,4,312.43,1249.72
85,2025-05-03,958,424,1,321.07,321.07
85,2025-05-03,958,244,5,478.82,2394.10
86,2025-08-11,364,213,4,312.66,1250.64
86,2025-08-11,364,210,4,318.91,1275.64
87,2025-07-14,68,444,2,231.57,463.14
87,2025-07-14,68,472,5,46.16,230.80
87,2025-07-14,68,420,3,72.09,216.27
88,2025-10-31,276,253,4,358.42,1433.68
88,2025-10-31,276,26,2,376.51,753.02
89,2025-11-26,778,43,3,278.89,836.67
89,2025-11-26,778,158,5,373.08,1865.40
89,2025-11-26,778,24,2,330.39,660.78
90,2025-05-02,831,367,2,394.98,789.96
91,2025-11-14,358,499,2,230.52,461.04
92,2025-11-25,782,389,2,74.31,148.62
93,2025-03-31,781,91,2,51.8,103.6
94,2025-12-15,427,489,1,52.69,52.69
94,2025-12-15,427,138,4,444.05,1776.20
94,2025-12-15,427,23,1,412.11,412.11
95,2025-05-17,899,271,1,185.88,185.88
95,2025-05-17,899,463,5,144.91,724.55
96,2025-08-22,948,268,2,164.18,328.36
97,2025-12-22,576,159,1,372.6,372.6
97,2025-12-22,576,76,1,445.17,445.17
97,2025-12-22,576,183,2,448.54,897.08
98,2025-11-03,81,433,5,389.95,1949.75
98,2025-11-03,81,445,1,485.73,485.73
98,2025-11-03,81,347,1,138.42,138.42
99,2025-11-05,602,417,2,148.93,297.86
99,2025-11-05,602,215,2,33.6,67.2
99,2025-11-05,602,157,5,33.43,167.15
100,2025-01-28,968,203,5,98.55,492.75
100,2025-01-28,968,276,2,258.44,516.88
101,2025-02-06,479,15,5,182.7,913.5
102,2025-12-12,189,241,1,269.46,269.46
102,2025-12-12,189,442,1,155.41,155.41
103,2025-02-12,816,179,2,153.54,307.08
104,2025-11-10,396,42,2,39.02,78.04
104,2025-11-10,396,337,3,206.67,620.01
104,2025-11-10,396,153,3,210.94,632.82
105,2025-05-13,285,32,1,342.29,342.29
106,2025-11-03,194,115,3,365.14,1095.42
106,2025-11-03,194,133,2,261.96,523.92
106,2025-11-03,194,62,4,245.04,980.16
107,2025-05-17,801,127,3,428.76,1286.28
107,2025-05-17,801,283,4,384.65,1538.60
107,2025-05-17,801,376,5,167.79,838.95
108,2025-11-28,518,180,5,179.99,899.95
108,2025-11-28,518,288,3,55.84,167.52
108,2025-11-28,518,475,2,118.44,236.88
109,2025-01-01,776,87,4,480.44,1921.76
110,2025-12-20,132,428,5,358.4,1792.0
110,2025-12-20,132,226,4,285.54,1142.16
111,2025-10-02,348,95,4,394.98,1579.92
111,2025-10-02,348,405,1,16.73,16.73
112,2025-03-08,434,300,1,119.77,119.77
112,2025-03-08,434,57,4,103.12,412.48
113,2025-09-23,497,124,5,225.92,1129.60
114,2025-12-07,797,127,1,428.76,428.76
114,2025-12-07,797,404,1,153.82,153.82
114,2025-12-07,797,63,5,364.98,1824.90
115,2025-07-12,567,45,4,250.68,1002.72
115,2025-07-12,567,19,5,144.77,723.85
116,2025-01-22,380,18,2,298.7,597.4
117,2025-08-09,826,216,5,277.28,1386.40
117,2025-08-09,826,156,1,182.35,182.35
118,2025-04-22,902,223,5,77.6,388.0
118,2025-04-22,902,56,2,278.79,557.58
119,2025-09-21,619,65,5,430.11,2150.55
120,2025-12-13,576,184,2,72.35,144.70
121,2025-02-12,310,381,5,313.66,1568.30
121,2025-02-12,310,463,1,144.91,144.91
122,2025-11-07,291,492,1,449.67,449.67
122,2025-11-07,291,490,4,476.01,1904.04
122,2025-11-07,291,162,4,147.2,588.8
123,2025-04-04,387,223,3,77.6,232.8
124,2025-06-17,767,395,4,171.83,687.32
124,2025-06-17,767,17,2,221.62,443.24
125,2025-09-13,926,237,1,242.96,242.96
126,2025-08-10,885,331,1,321.18,321.18
126,2025-08-10,885,279,4,204.8,819.2
127,2025-04-13,454,435,4,122.68,490.72
127,2025-04-13,454,26,3,376.51,1129.53
128,2025-04-20,32,53,4,485.1,1940.4
129,2025-10-27,714,249,1,492.22,492.22
129,2025-10-27,714,46,5,392.38,1961.90
130,2025-01-20,822,90,1,414.87,414.87
131,2025-04-11,431,391,1,325.16,325.16
131,2025-04-11,431,336,1,381.71,381.71
131,2025-04-11,431,328,2,50.89,101.78
132,2025-01-27,41,14,5,40.36,201.80
133,2025-02-21,67,395,5,171.83,859.15
133,2025-02-21,67,336,4,381.71,1526.84
134,2025-11-18,98,390,2,40.96,81.92
135,2025-02-09,657,335,1,42.9,42.9
135,2025-02-09,657,119,4,244.81,979.24
136,2025-08-29,898,459,1,223.31,223.31
137,2025-06-27,370,378,4,428.55,1714.20
137,2025-06-27,370,141,4,448.09,1792.36
137,2025-06-27,370,358,4,329.56,1318.24
138,2025-04-07,92,397,5,160.06,800.30
138,2025-04-07,92,14,1,40.36,40.36
139,2025-01-27,947,197,1,195.32,195.32
139,2025-01-27,947,271,3,185.88,557.64
140,2025-06-15,558,77,3,270.23,810.69
141,2025-05-24,591,417,4,148.93,595.72
141,2025-05-24,591,37,3,37.4,112.2
142,2025-03-01,369,12,5,100.62,503.10
142,2025-03-01,369,446,4,60.56,242.24
142,2025-03-01,369,331,3,321.18,963.54
143,2025-10-15,774,22,2,420.77,841.54
143,2025-10-15,774,360,3,483.09,1449.27
144,2025-08-01,982,299,2,383.39,766.78
144,2025-08-01,982,231,4,241.46,965.84
145,2025-08-19,597,423,2,410.7,821.4
146,2025-01-25,742,108,2,393.46,786.92
146,2025-01-25,742,345,4,210.38,841.52
146,2025-01-25,742,167,2,224.17,448.34
147,2025-11-08,110,358,2,329.56,659.12
147,2025-11-08,110,477,4,442.21,1768.84
147,2025-11-08,110,259,4,131.5,526.0
148,2025-02-21,98,458,4,257.33,1029.32
148,2025-02-21,98,349,5,173.73,868.65
149,2025-09-18,6,393,4,263.08,1052.32
150,2025-11-22,542,43,2,278.89,557.78
150,2025-11-22,542,432,3,117.54,352.62
151,2025-03-04,340,280,1,13.76,13.76
151,2025-03-04,340,373,5,282.2,1411.0
151,2025-03-04,340,159,1,372.6,372.6
152,2025-05-18,795,67,5,301.26,1506.30
152,2025-05-18,795,494,3,429.76,1289.28
152,2025-05-18,795,421,5,320.48,1602.40
153,2025-11-27,526,441,3,34.49,103.47
154,2025-12-15,540,62,2,245.04,490.08
154,2025-12-15,540,307,1,228.49,228.49
154,2025-12-15,540,200,3,275.47,826.41
155,2025-12-07,546,432,5,117.54,587.70
155,2025-12-07,546,24,2,330.39,660.78
155,2025-12-07,546,237,4,242.96,971.84
156,2025-12-24,625,232,1,59.52,59.52
156,2025-12-24,625,420,4,72.09,288.36
157,2025-08-27,638,78,3,376.98,1130.94
158,2025-12-23,993,481,1,163.42,163.42
159,2025-12-23,393,486,1,176.54,176.54
160,2025-02-14,759,408,4,242.36,969.44
160,2025-02-14,759,317,5,37.27,186.35
161,2025-04-25,744,310,2,151.31,302.62
161,2025-04-25,744,187,1,319.82,319.82
161,2025-04-25,744,194,2,447.89,895.78
162,2025-02-21,997,40,1,296.1,296.1
162,2025-02-21,997,405,1,16.73,16.73
162,2025-02-21,997,340,5,46.68,233.40
163,2025-01-28,977,188,4,443.19,1772.76
163,2025-01-28,977,141,2,448.09,896.18
164,2025-01-28,685,84,4,404.22,1616.88
165,2025-02-26,921,217,2,110.51,221.02
165,2025-02-26,921,51,3,108.84,326.52
165,2025-02-26,921,264,4,245.93,983.72
166,2025-11-18,646,302,1,462.51,462.51
166,2025-11-18,646,422,5,82.75,413.75
166,2025-11-18,646,21,3,141.16,423.48
167,2025-10-17,232,183,3,448.54,1345.62
168,2025-02-19,310,484,3,497.12,1491.36
169,2025-02-25,360,450,2,101.99,203.98
169,2025-02-25,360,68,2,57.36,114.72
169,2025-02-25,360,74,3,352.49,1057.47
170,2025-01-07,105,230,4,476.52,1906.08
170,2025-01-07,105,18,2,298.7,597.4
171,2025-04-14,355,29,1,178.91,178.91
171,2025-04-14,355,88,4,222.45,889.80
172,2025-03-13,763,254,4,463.64,1854.56
172,2025-03-13,763,203,1,98.55,98.55
173,2025-11-18,15,308,3,241.52,724.56
173,2025-11-18,15,14,4,40.36,161.44
173,2025-11-18,15,457,1,320.53,320.53
174,2025-10-24,407,82,1,349.97,349.97
175,2025-12-01,31,278,5,205.91,1029.55
176,2025-05-05,315,300,2,119.77,239.54
177,2025-04-16,1000,418,4,35.93,143.72
177,2025-04-16,1000,492,2,449.67,899.34
177,2025-04-16,1000,367,1,394.98,394.98
178,2025-10-31,456,315,2,398.86,797.72
179,2025-04-19,609,109,4,97.7,390.8
179,2025-04-19,609,437,3,297.45,892.35
180,2025-02-04,730,385,2,391.11,782.22
181,2025-08-11,673,191,5,246.88,1234.40
181,2025-08-11,673,449,2,119.8,239.6
181,2025-08-11,673,245,1,258.08,258.08
182,2025-08-03,24,172,3,250.68,752.04
182,2025-08-03,24,130,2,252.98,505.96
182,2025-08-03,24,87,2,480.44,960.88
183,2025-12-25,228,116,4,496.51,1986.04
183,2025-12-25,228,47,5,447.66,2238.30
183,2025-12-25,228,214,2,298.33,596.66
184,2025-03-21,331,407,4,325.42,1301.68
185,2025-01-20,640,165,1,78.9,78.9
185,2025-01-20,640,352,2,164.03,328.06
186,2025-05-21,184,213,3,312.66,937.98
187,2025-07-19,926,129,1,119.27,119.27
187,2025-07-19,926,10,4,248.75,995.00
188,2025-11-06,974,220,2,26.81,53.62
189,2025-12-08,355,54,2,221.51,443.02
189,2025-12-08,355,414,5,307.45,1537.25
189,2025-12-08,355,160,3,241.99,725.97
190,2025-04-12,952,404,4,153.82,615.28
190,2025-04-12,952,163,5,186.78,933.90
191,2025-07-24,97,14,3,40.36,121.08
191,2025-07-24,97,111,5,157.26,786.30
191,2025-07-24,97,147,5,55.32,276.60
192,2025-04-03,731,19,3,144.77,434.31
192,2025-04-03,731,422,3,82.75,248.25
192,2025-04-03,731,89,3,349.52,1048.56
193,2025-08-20,518,441,1,34.49,34.49
193,2025-08-20,518,379,4,183.38,733.52
193,2025-08-20,518,97,2,113.42,226.84
194,2025-11-25,263,356,2,8.39,16.78
195,2025-05-16,752,174,4,314.06,1256.24
195,2025-05-16,752,322,1,417.63,417.63
195,2025-05-16,752,377,1,401.94,401.94
196,2025-03-06,797,277,3,328.27,984.81
196,2025-03-06,797,183,5,448.54,2242.70
197,2025-05-23,79,437,3,297.45,892.35
197,2025-05-23,79,210,2,318.91,637.82
197,2025-05-23,79,408,5,242.36,1211.80
198,2025-04-13,857,476,3,131.18,393.54
199,2025-10-05,985,29,3,178.91,536.73
199,2025-10-05,985,500,3,455.95,1367.85
200,2025-07-20,879,252,2,257.9,515.8
201,2025-03-19,952,27,2,227.57,455.14
202,2025-03-04,889,330,1,217.0,217.0
203,2025-03-30,133,351,3,87.53,262.59
203,2025-03-30,133,339,5,247.5,1237.5
204,2025-07-29,794,25,4,250.93,1003.72
204,2025-07-29,794,477,2,442.21,884.42
204,2025-07-29,794,103,3,239.95,719.85
205,2025-04-07,984,236,3,469.19,1407.57
205,2025-04-07,984,398,4,71.83,287.32
206,2025-01-26,647,217,1,110.51,110.51
207,2025-01-14,489,25,5,250.93,1254.65
207,2025-01-14,489,298,5,204.65,1023.25
208,2025-01-10,797,75,4,131.43,525.72
209,2025-10-13,93,424,5,321.07,1605.35
210,2025-03-17,320,206,1,270.77,270.77
210,2025-03-17,320,11,3,149.99,449.97
210,2025-03-17,320,50,2,166.56,333.12
211,2025-06-08,21,14,3,40.36,121.08
211,2025-06-08,21,90,4,414.87,1659.48
211,2025-06-08,21,224,5,321.92,1609.60
212,2025-05-20,786,48,5,228.85,1144.25
212,2025-05-20,786,367,5,394.98,1974.90
212,2025-05-20,786,341,1,51.61,51.61
213,2025-05-22,779,437,3,297.45,892.35
213,2025-05-22,779,188,2,443.19,886.38
214,2025-03-26,207,499,5,230.52,1152.60
215,2025-06-04,862,196,3,305.3,915.9
215,2025-06-04,862,489,4,52.69,210.76
216,2025-06-07,541,27,4,227.57,910.28
216,2025-06-07,541,22,4,420.77,1683.08
217,2025-10-28,59,156,4,182.35,729.40
218,2025-01-11,278,309,1,50.9,50.9
218,2025-01-11,278,10,4,248.75,995.00
218,2025-01-11,278,391,3,325.16,975.48
219,2025-02-23,534,220,4,26.81,107.24
219,2025-02-23,534,14,4,40.36,161.44
219,2025-02-23,534,436,3,472.16,1416.48
220,2025-03-24,549,190,1,72.61,72.61
221,2025-02-18,52,36,3,12.2,36.6
221,2025-02-18,52,48,5,228.85,1144.25
221,2025-02-18,52,425,4,165.2,660.8
222,2025-02-19,498,194,2,447.89,895.78
222,2025-02-19,498,91,2,51.8,103.6
222,2025-02-19,498,239,3,469.38,1408.14
223,2025-08-01,358,7,4,359.69,1438.76
223,2025-08-01,358,338,4,243.62,974.48
223,2025-08-01,358,405,1,16.73,16.73
224,2025-07-31,802,29,1,178.91,178.91
225,2025-03-12,843,163,2,186.78,373.56
226,2025-09-04,954,215,2,33.6,67.2
226,2025-09-04,954,230,2,476.52,953.04
226,2025-09-04,954,79,1,139.58,139.58
227,2025-11-22,6,41,3,114.35,343.05
227,2025-11-22,6,379,2,183.38,366.76
227,2025-11-22,6,292,5,242.18,1210.90
228,2025-07-27,10,407,5,325.42,1627.10
229,2025-01-08,341,142,1,240.49,240.49
229,2025-01-08,341,22,1,420.77,420.77
230,2025-01-28,773,450,2,101.99,203.98
230,2025-01-28,773,188,3,443.19,1329.57
230,2025-01-28,773,135,1,220.51,220.51
231,2025-05-22,127,198,1,373.73,373.73
231,2025-05-22,127,71,5,268.41,1342.05
231,2025-05-22,127,3,5,498.69,2493.45
232,2025-06-29,47,228,2,404.8,809.6
232,2025-06-29,47,409,5,31.26,156.30
233,2025-10-23,567,319,4,453.23,1812.92
233,2025-10-23,567,337,4,206.67,826.68
234,2025-05-24,254,454,4,64.77,259.08
234,2025-05-24,254,253,4,358.42,1433.68
234,2025-05-24,254,326,5,211.81,1059.05
235,2025-04-13,647,128,4,229.59,918.36
235,2025-04-13,647,443,3,255.06,765.18
236,2025-03-24,383,485,1,492.14,492.14
237,2025-11-20,827,397,5,160.06,800.30
238,2025-07-15,572,350,2,30.8,61.6
239,2025-02-06,316,225,5,460.72,2303.60
239,2025-02-06,316,311,5,289.44,1447.20
240,2025-11-30,272,14,3,40.36,121.08
241,2025-09-06,841,214,4,298.33,1193.32
241,2025-09-06,841,242,1,35.44,35.44
241,2025-09-06,841,378,5,428.55,2142.75
242,2025-06-26,793,289,5,150.72,753.60
242,2025-06-26,793,408,3,242.36,727.08
242,2025-06-26,793,156,2,182.35,364.70
243,2025-09-07,334,385,2,391.11,782.22
243,2025-09-07,334,315,2,398.86,797.72
243,2025-09-07,334,281,3,115.36,346.08
244,2025-01-18,612,189,1,147.88,147.88
244,2025-01-18,612,482,3,296.53,889.59
245,2025-07-30,321,40,1,296.1,296.1
246,2025-08-28,381,103,2,239.95,479.90
247,2025-08-17,346,55,1,471.21,471.21
248,2025-11-01,958,19,1,144.77,144.77
249,2025-04-18,29,206,3,270.77,812.31
249,2025-04-18,29,384,1,229.07,229.07
249,2025-04-18,29,44,1,439.63,439.63
250,2025-08-05,885,181,3,284.33,852.99
251,2025-04-06,355,211,1,180.66,180.66
251,2025-04-06,355,251,1,152.34,152.34
252,2025-03-11,720,429,2,309.42,618.84
253,2025-08-08,404,101,2,35.41,70.82
253,2025-08-08,404,14,2,40.36,80.72
254,2025-10-10,23,459,1,223.31,223.31
255,2025-01-23,606,264,1,245.93,245.93
256,2025-02-15,374,295,5,130.26,651.30
256,2025-02-15,374,465,4,313.64,1254.56
256,2025-02-15,374,158,1,373.08,373.08
257,2025-09-11,787,64,1,491.55,491.55
257,2025-09-11,787,176,3,288.86,866.58
258,2025-08-19,371,394,2,348.1,696.2
259,2025-02-23,259,27,3,227.57,682.71
259,2025-02-23,259,122,2,459.94,919.88
259,2025-02-23,259,160,4,241.99,967.96
260,2025-09-17,984,365,4,459.25,1837.00
260,2025-09-17,984,36,5,12.2,61.0
261,2025-06-05,497,396,4,56.06,224.24
262,2025-03-11,293,132,3,305.92,917.76
262,2025-03-11,293,81,5,433.63,2168.15
263,2025-03-31,913,97,2,113.42,226.84
263,2025-03-31,913,86,5,444.15,2220.75
264,2025-11-15,378,295,1,130.26,130.26
265,2025-09-15,581,62,4,245.04,980.16
265,2025-09-15,581,89,1,349.52,349.52
265,2025-09-15,581,38,1,447.83,447.83
266,2025-03-04,365,95,3,394.98,1184.94
266,2025-03-04,365,137,2,272.96,545.92
267,2025-10-13,957,262,2,92.87,185.74
267,2025-10-13,957,102,5,468.5,2342.5
267,2025-10-13,957,493,5,312.43,1562.15
268,2025-07-20,226,315,1,398.86,398.86
268,2025-07-20,226,295,3,130.26,390.78
268,2025-07-20,226,430,3,275.12,825.36
269,2025-07-25,75,100,4,220.87,883.48
270,2025-10-03,162,318,5,12.28,61.40
270,2025-10-03,162,489,1,52.69,52.69
270,2025-10-03,162,290,3,450.86,1352.58
271,2025-02-27,369,226,1,285.54,285.54
271,2025-02-27,369,315,5,398.86,1994.30
271,2025-02-27,369,419,4,54.3,217.2
272,2025-10-17,192,302,3,462.51,1387.53
272,2025-10-17,192,217,1,110.51,110.51
273,2025-06-03,690,352,3,164.03,492.09
273,2025-06-03,690,465,2,313.64,627.28
273,2025-06-03,690,288,1,55.84,55.84
274,2025-08-08,525,284,5,165.79,828.95
274,2025-08-08,525,499,5,230.52,1152.60
274,2025-08-08,525,171,2,350.16,700.32
275,2025-02-25,631,278,5,205.91,1029.55
275,2025-02-25,631,63,4,364.98,1459.92
276,2025-08-09,619,231,1,241.46,241.46
277,2025-10-19,651,251,2,152.34,304.68
278,2025-04-24,539,276,2,258.44,516.88
278,2025-04-24,539,26,3,376.51,1129.53
278,2025-04-24,539,232,2,59.52,119.04
279,2025-07-27,678,77,5,270.23,1351.15
280,2025-11-18,308,184,1,72.35,72.35
281,2025-08-10,833,283,4,384.65,1538.60
281,2025-08-10,833,141,1,448.09,448.09
282,2025-09-17,222,312,5,333.94,1669.70
282,2025-09-17,222,427,1,410.44,410.44
283,2025-01-17,351,244,2,478.82,957.64
284,2025-11-08,882,455,4,276.92,1107.68
284,2025-11-08,882,15,1,182.7,182.7
285,2025-03-31,606,260,2,39.69,79.38
285,2025-03-31,606,160,3,241.99,725.97
285,2025-03-31,606,63,4,364.98,1459.92
286,2025-01-27,210,239,5,469.38,2346.90
286,2025-01-27,210,487,2,79.74,159.48
287,2025-12-24,528,328,3,50.89,152.67
288,2025-04-24,671,115,1,365.14,365.14
288,2025-04-24,671,21,1,141.16,141.16
289,2025-06-30,92,51,1,108.84,108.84
289,2025-06-30,92,294,3,41.14,123.42
290,2025-07-31,583,340,3,46.68,140.04
290,2025-07-31,583,317,2,37.27,74.54
290,2025-07-31,583,109,5,97.7,488.5
291,2025-01-11,490,186,5,436.63,2183.15
292,2025-05-11,261,160,1,241.99,241.99
292,2025-05-11,261,292,3,242.18,726.54
293,2025-09-21,42,408,3,242.36,727.08
293,2025-09-21,42,66,3,211.47,634.41
293,2025-09-21,42,83,4,322.41,1289.64
294,2025-11-18,262,231,2,241.46,482.92
295,2025-09-27,778,216,5,277.28,1386.40
296,2025-07-02,287,82,3,349.97,1049.91
296,2025-07-02,287,200,5,275.47,1377.35
296,2025-07-02,287,90,3,414.87,1244.61
297,2025-10-03,158,4,2,472.3,944.6
297,2025-10-03,158,65,4,430.11,1720.44
298,2025-12-08,155,373,3,282.2,846.6
298,2025-12-08,155,94,2,295.93,591.86
299,2025-07-12,495,134,4,284.82,1139.28
299,2025-07-12,495,351,1,87.53,87.53
299,2025-07-12,495,312,1,333.94,333.94
300,2025-11-27,872,326,1,211.81,211.81
300,2025-11-27,872,348,1,231.55,231.55
301,2025-09-26,622,487,1,79.74,79.74
