product_id,revenue,rank
30,17648.24,355
289,17634.24,356
284,17573.74,357
363,17186.13,358
251,17062.08,359
140,16874.10,360
496,16798.95,361
442,16784.28,362
202,16158.36,363
476,16135.14,364
334,16018.59,365
432,15985.44,366
300,15809.64,367
475,15634.08,368
463,15360.46,369
448,15352.15,370
417,15339.79,371
392,15287.40,372
97,15084.86,373
189,15083.76,374
425,14868.0,375
256,14588.58,376
258,14367.10,377
344,14349.96,378
435,14230.88,379
106,14226.32,380
324,14220.00,381
451,14120.40,382
293,13984.58,383
262,13744.76,384
449,13657.2,385
310,13617.90,386
379,13570.12,387
51,13169.64,388
450,13156.71,389
404,13074.70,390
218,12935.34,391
227,12900.96,392
111,12738.06,393
351,12691.85,394
347,12319.38,395
313,12257.73,396
364,12214.08,397
221,12008.70,398
109,11919.4,399
203,11826.00,400
265,11738.16,401
11,11549.23,402
469,11538.45,403
259,11440.5,404
422,11419.50,405
295,11202.36,406
12,10967.58,407
57,10930.72,408
217,10498.45,409
184,10418.40,410
75,10382.97,411
487,10366.20,412
93,10141.00,413
240,10120.77,414
235,10115.00,415
368,10059.60,416
223,9932.8,417
41,9491.05,418
281,9459.52,419
321,9445.00,420
416,9290.16,421
454,9132.57,422
146,9128.79,423
419,9122.4,424
1,9107.8,425
190,9076.25,426
178,8951.52,427
354,8746.8,428
426,8664.60,429
446,8660.08,430
105,8598.8,431
222,8541.48,432
472,8447.28,433
478,8293.34,434
389,8248.41,435
420,8146.17,436
398,8116.79,437
165,7968.9,438
149,7807.76,439
288,7761.76,440
489,7745.43,441
150,7602.0,442
369,7498.05,443
68,6997.92,444
232,6963.84,445
309,6922.4,446
274,6581.84,447
207,6556.8,448
340,6441.84,449
396,6166.60,450
399,6040.98,451
170,6035.44,452
305,5904.36,453
248,5770.24,454
341,5728.71,455
273,5520.24,456
286,5445.70,457
371,5346.64,458
152,5320.32,459
328,5139.89,460
474,5069.07,461
37,5049.0,462
215,4939.2,463
294,4895.66,464
14,4802.84,465
101,4532.48,466
418,4419.39,467
147,4370.28,468
91,4299.4,469
42,4253.18,470
409,4220.10,471
242,4217.36,472
126,4200.36,473
452,4181.22,474
157,4178.75,475
260,4167.45,476
350,4065.6,477
73,3939.84,478
335,3903.9,479
390,3850.24,480
220,3672.97,481
317,3615.19,482
441,3173.08,483
145,3151.15,484
346,3062.32,485
275,2877.36,486
219,2597.92,487
434,2480.36,488
439,2360.80,489
372,2198.85,490
58,2035.20,491
70,2019.36,492
98,1976.08,493
405,1940.68,494
280,1720.00,495
36,1671.4,496
318,1547.28,497
234,766.35,498
356,763.49,499
96,649.44,500
